2.370553964793884749e-01,7.948613778514622419e-02,1.754607052191458294e+00,1.652247154544376206e+00
2.010650143610201793e-02,5.518737536792112097e-02,7.756486640225934703e-02,4.127590218275050127e-01
1.399936069969208441e-02,1.460907252360846981e-02,7.163787406114183187e-02,3.818150853489218899e-01
1.723045269283167077e-02,1.147078881332931066e-01,2.054940047787280899e-01,1.299591785908169039e-01
3.106263511036938194e-02,1.235134000827301827e-02,1.866117606154509279e-01,1.586020431772552086e-01
3.752725409618752617e-02,1.197498225468410921e-02,6.110321922779279186e-02,2.555639702696757554e-01
2.781745135701589253e-02,6.241801823191572840e-02,5.918762455108642767e-02,2.969390632772991867e-01
1.278246063949003454e-02,1.002202699058414720e-01,9.110373208601156569e-02,1.405247697027115217e-01
3.830380659934476406e-02,2.803150548935980091e-02,6.772306106489137112e-02,1.560571103795026227e-01
1.957161464979277274e-02,2.737208979964834629e-02,4.107586274200499682e-02,1.664393021494627867e-01
1.941681745291980177e-02,6.172236223604380019e-03,6.946356814906735899e-02,3.751220849270293090e-01
2.714064295480032515e-02,1.666321697632153209e-02,2.798021622503465977e-02,3.007009710659415136e-01
1.042604910788381793e-02,2.125561808087409604e-02,3.313102020765119893e-02,3.041526590381353132e-02
3.809191515269418765e-02,2.588102200455280957e-02,2.936515622297811504e-02,1.758124921613944125e-01
3.214000622277511654e-02,1.345408859789414338e-02,5.262774933436548987e-03,2.210893222206779252e-01
5.883085329994795776e-02,6.403124237439241501e-04,5.296125470568725790e-02,4.919981102605989198e-01
1.180010593172970898e-02,5.452017975028018368e-03,3.813587549801393528e-02,1.933681385337326364e-01
4.483424583953614373e-02,1.463094323684919866e-02,8.118571918754995120e-02,9.135110563096855707e-02
2.433716704959853691e-02,3.506041214817288282e-02,8.193977361452589592e-02,7.468730882820401318e-02
3.611631348850815465e-02,6.927755769375500659e-03,1.344539415562096274e-01,6.055983569990566057e-02
3.245030816494565151e-02,6.564230724159625385e-02,1.199775916577792562e-01,1.059257537145727734e-01
1.683969120857112603e-02,1.134400722848896877e-02,7.765942312430548777e-02,9.913064611914970681e-02
1.409915245679693382e-02,2.442847518778409541e-02,3.434650054954798554e-02,1.566497366738715119e-02
3.940853207111374296e-02,8.692439243393818710e-03,4.725194175904131461e-02,7.900287146680469441e-02
5.867752977077331233e-02,5.236807901766005885e-02,7.365884604037969963e-02,1.435612928334094596e-01
2.988380832490926398e-02,5.632616443536694883e-02,3.521257303862294213e-02,3.995514735300369213e-02
1.767293976677451056e-02,2.825614977307268696e-03,1.244678886299661613e-01,2.155029930186591960e-02
1.784859938482106709e-02,3.821169585349488973e-02,9.580109602712969658e-03,1.964537543545571974e-01
2.109911846499558721e-02,1.168292313592794174e-01,5.999120352185063204e-02,4.518008964134510863e-02
3.280680569637866445e-02,4.769025476971167771e-02,7.272407716843054537e-02,3.186121466611126912e-02
3.003005993999909723e-02,3.507813564031007914e-02,6.506823802747467578e-02,3.253175218151814485e-02
3.500062999433011662e-02,3.272715386341876198e-02,3.154623590858585819e-02,1.595181600947021550e-01
1.676380028513898071e-02,2.058011904727677019e-02,4.911085114310124317e-02,6.458150276975847814e-02
2.345501652099163392e-02,1.771738694051664537e-02,7.755455176841788423e-02,2.096302459093254619e-02
9.964963622611393290e-03,1.055694084477196495e-02,3.025096692669261914e-02,1.264134684280144583e-01
4.759940860977174282e-02,2.014054865191173410e-02,4.077058375838869125e-02,1.038109522160341608e-01
3.469768868383019123e-02,1.458329523804529314e-02,7.221595183890740233e-02,9.721577238288864331e-02
3.692871511434696590e-03,1.208801058900838173e-02,2.371392207121507736e-02,1.696634610044233382e-01
1.385369986682292304e-02,2.491037534843689935e-02,1.151999201388575755e-01,1.252713255298277262e-01
1.178051357115399156e-02,2.821723763943009833e-02,3.606505372240731422e-02,1.089357553790303440e-01
2.257471373019591734e-02,4.349942528356340321e-03,2.476008481407161385e-02,1.323875500188760046e-01
4.724102983636294800e-02,3.751213270396659000e-02,1.493197994239219561e-01,1.181495086743911266e-01
1.345952450868902715e-02,5.220877512449389329e-02,5.437449494018772866e-02,2.040075077049886276e-01
1.494250313702265472e-02,2.720482493970279372e-02,1.980448939004140346e-02,1.456753239227567276e-01
2.567088818097070652e-02,1.266958957504190145e-02,6.341047310972937334e-02,9.648091417477332177e-02
3.856642322020471109e-02,1.045640473585478236e-02,1.749940919002657136e-01,1.916824505321238714e+00
3.001706348062747193e-02,1.430314650699728712e-03,8.933794546551829252e-02,1.404190507018180933e-01
1.257159098920902947e-02,1.428717606806900221e-02,1.385077615154065890e-02,3.605976220110100883e-01
1.521505833048033066e-02,3.337383705839042786e-02,3.780431853638112349e-02,1.045180759486147026e-01
2.819190841358558408e-02,8.274569475206342006e-03,5.335386115362316523e-02,9.303120874201509238e-02
